gene,pval,padj,celltype,condition,chromosome
Actc1,5.6677716753411005e-80,7.5578000258528e-79,Cardiomyocyte,F1_Aged,2
Actc1dt,5.3953071051635e-61,6.444778176442101e-60,Cardiomyocyte,F1_Aged,Unknown
Actg1,3.51899386860465e-47,3.72659739667144e-46,Cardiomyocyte,F1_Aged,11
Actr3b,0.0721176491936209,0.328603012434532,Cardiomyocyte,F1_Aged,5
Adam17,0.0312590868936393,0.156032753065729,Cardiomyocyte,F1_Aged,12
Adam19,1.5851757987140798e-160,4.603350519465689e-159,Cardiomyocyte,F1_Aged,11
Adam22,1.5810047021736597e-76,2.0701973394795e-75,Cardiomyocyte,F1_Aged,5
Adamts9,1.6913532760723697e-170,5.84724989727876e-169,Cardiomyocyte,F1_Aged,6
Adamtsl5,4.62217119749049e-174,1.67784814468905e-172,Cardiomyocyte,F1_Aged,10
Adcy5,9.1674021222682e-4,0.00538667315349829,Cardiomyocyte,F1_Aged,16
Adcy8,3.01202120929468e-85,4.269099041546939e-84,Cardiomyocyte,F1_Aged,15
Adh5,0.00688789106541047,0.0375358467234295,Cardiomyocyte,F1_Aged,3
Adprhl1,2.0030877270497297e-199,1.16858707219133e-197,Cardiomyocyte,F1_Aged,8
Adra1a,3.8673648876082297e-35,3.72155554869399e-34,Cardiomyocyte,F1_Aged,14
Adra1b,8.78178456114738e-11,6.61824455853944e-10,Cardiomyocyte,F1_Aged,11
Adss1,0.0841274854414406,0.37317650364859,Cardiomyocyte,F1_Aged,Unknown
Aff1,3.00659448598881e-114,5.38221599217833e-113,Cardiomyocyte,F1_Aged,5
Aff4,0.0209771170015511,0.108009836476072,Cardiomyocyte,F1_Aged,11
Afg1l,1.32026040183477e-82,1.80850764477744e-81,Cardiomyocyte,F1_Aged,10
Afg3l2,3.1598874115157594e-92,4.6606556087684e-91,Cardiomyocyte,F1_Aged,18
Agbl3,2.22566714671155e-12,1.7210069984157698e-11,Cardiomyocyte,F1_Aged,6
Agfg1,0.0683280922557792,0.313302284069657,Cardiomyocyte,F1_Aged,1
Agl,2.3789123028149e-170,8.138121982509198e-169,Cardiomyocyte,F1_Aged,3
Agtpbp1,1.27297241031506e-197,7.109061306836429e-196,Cardiomyocyte,F1_Aged,13
Aig1,6.792211188825509e-165,2.11334799560885e-163,Cardiomyocyte,F1_Aged,10
Airn,0,0,Cardiomyocyte,F1_Aged,17
Akap13,1.3397847591977498e-210,1.00622455363197e-208,Cardiomyocyte,F1_Aged,7
Alcam,1.00889170480679e-5,6.6721643716676e-5,Cardiomyocyte,F1_Aged,16
Alkbh3,0.0648744191768371,0.301700679645163,Cardiomyocyte,F1_Aged,2
Alpk2,8.933687852581539e-60,1.04051187930067e-58,Cardiomyocyte,F1_Aged,18
Alpk3,1.4556307614313598e-146,3.6301875554169894e-145,Cardiomyocyte,F1_Aged,7
Alpl,0.00259042823865532,0.0147824088308942,Cardiomyocyte,F1_Aged,4
Amd1,1.07699582263406e-183,4.453854876639839e-182,Cardiomyocyte,F1_Aged,10
Ammecr1l,0.00262322822679937,0.0149565211465158,Cardiomyocyte,F1_Aged,18
Amph,8.75021760272474e-5,5.5027836204238e-4,Cardiomyocyte,F1_Aged,13
Angpt1,1.3791455474297998e-78,1.82415728884744e-77,Cardiomyocyte,F1_Aged,15
Ank,0.0138302564878125,0.072759175435883,Cardiomyocyte,F1_Aged,15
Ank2,4.46421285862406e-5,2.8681579958947e-4,Cardiomyocyte,F1_Aged,3
Ank3,1.2423349561739198e-36,1.2115547169612498e-35,Cardiomyocyte,F1_Aged,10
Ankhd1,9.69951002714856e-37,9.4733331117173e-36,Cardiomyocyte,F1_Aged,18
Ankra2,2.99777883100582e-53,3.34257455320683e-52,Cardiomyocyte,F1_Aged,13
Ankrd1,0.0012788714015994,0.00744754522107885,Cardiomyocyte,F1_Aged,19
Ankrd11,2.06092713430517e-180,8.11210716599396e-179,Cardiomyocyte,F1_Aged,8
Ankrd17,5.26873055986822e-99,8.19663939956642e-98,Cardiomyocyte,F1_Aged,5
Ankrd23,7.043008443600509e-76,9.185432568959218e-75,Cardiomyocyte,F1_Aged,1
Ankrd55,0.00065769106799070005,0.00394171020162732,Cardiomyocyte,F1_Aged,13
Anks6,1.7052998097353498e-12,1.3249023729858299e-11,Cardiomyocyte,F1_Aged,4
Ano4,3.4978616605317295e-195,1.843147426606e-193,Cardiomyocyte,F1_Aged,10
Ano5,9.6769850062278e-7,6.60704493528657e-6,Cardiomyocyte,F1_Aged,7
Aopep,1.40539378044862e-37,1.3808786408197398e-36,Cardiomyocyte,F1_Aged,13
Aox1,3.6481592307888098e-183,1.4991869442751e-181,Cardiomyocyte,F1_Aged,1
Ap3s1,0.0933994830562972,0.407663475143518,Cardiomyocyte,F1_Aged,18
Apbb2,2.11709903020398e-48,2.27893328885549e-47,Cardiomyocyte,F1_Aged,5
Apc,9.237119790454401e-53,1.02297187645473e-51,Cardiomyocyte,F1_Aged,18
Appbp2,0.0136436592097342,0.0718353499406955,Cardiomyocyte,F1_Aged,11
Appl2,1.45894433337363e-29,1.3502467810571198e-28,Cardiomyocyte,F1_Aged,10
Arhgap1,0.0527575586060033,0.251225595958735,Cardiomyocyte,F1_Aged,2
Arhgap10,2.04190294525953e-104,3.3862420924684797e-103,Cardiomyocyte,F1_Aged,8
Arhgap15,0.00617176700671954,0.0339733156039642,Cardiomyocyte,F1_Aged,2
Arhgap20,6.305247909455709e-56,7.20253318887825e-55,Cardiomyocyte,F1_Aged,9
Arhgap21,3.6722720613540294e-159,1.0432445934298798e-157,Cardiomyocyte,F1_Aged,2
Arhgap24,1.5897695727890902e-15,1.2776819666179501e-14,Cardiomyocyte,F1_Aged,5
Arhgef12,3.4062277988375596e-103,5.56407310940115e-102,Cardiomyocyte,F1_Aged,9
Arid1b,4.02708031296558e-130,8.43363550157599e-129,Cardiomyocyte,F1_Aged,17
Arid5b,4.46524821634422e-85,6.3151367631154e-84,Cardiomyocyte,F1_Aged,10
Arih1,5.85723170762005e-110,1.0071355783576199e-108,Cardiomyocyte,F1_Aged,9
Arl5b,0.0692847023082269,0.316799331617883,Cardiomyocyte,F1_Aged,2
Art1,1.39888415072546e-229,1.5492049221762997e-227,Cardiomyocyte,F1_Aged,7
Art3,1.36328445235512e-180,5.39860643132627e-179,Cardiomyocyte,F1_Aged,5
Asap1,5.719841694670609e-139,1.2976890844783997e-137,Cardiomyocyte,F1_Aged,15
Asb14,4.67338996794458e-56,5.35718071062279e-55,Cardiomyocyte,F1_Aged,14
Asb18,1.97684996300118e-101,3.1658670731004194e-100,Cardiomyocyte,F1_Aged,1
Asb2,6.3400328992066205e-111,1.1017493341334098e-109,Cardiomyocyte,F1_Aged,12
Asb8,0.0554363116045554,0.261648489986331,Cardiomyocyte,F1_Aged,15
Ash1l,1.2464117359673899e-149,3.2446431405621194e-148,Cardiomyocyte,F1_Aged,3
Asph,8.91333738486415e-86,1.2688397924336e-84,Cardiomyocyte,F1_Aged,4
Asrgl1,0.0112529162612608,0.0598750446670017,Cardiomyocyte,F1_Aged,19
Atad2,1.81636868655849e-10,1.3610267199510502e-9,Cardiomyocyte,F1_Aged,15
Atcayos,1.13827942651887e-293,3.9144830383549e-294,Cardiomyocyte,F1_Aged,10
Atf3,0,0,Cardiomyocyte,F1_Aged,1
Atf6,4.9501875821111795e-82,6.75251057651659e-81,Cardiomyocyte,F1_Aged,1
Atg10,2.1978098559492297e-185,9.44769052550808e-184,Cardiomyocyte,F1_Aged,13
Atosa,1.0411966391190098e-140,2.3870802947381094e-139,Cardiomyocyte,F1_Aged,9
Atp10d,2.41843630315338e-36,2.3550019083165697e-35,Cardiomyocyte,F1_Aged,5
Atp11b,1.9179431663288e-4,0.00118672733416597,Cardiomyocyte,F1_Aged,3
Atp1a1,1.53895341221001e-80,2.0605577039713602e-79,Cardiomyocyte,F1_Aged,3
Atp1b1,2.45606192618813e-45,2.56766538011412e-44,Cardiomyocyte,F1_Aged,1
Atp2a2,2.0121957587618697e-25,1.8084851564993202e-24,Cardiomyocyte,F1_Aged,5
Atp5f1a,3.812977246578449e-217,3.235583549239419e-215,Cardiomyocyte,F1_Aged,Unknown
Atp5f1c,2.3514566066821696e-161,6.95222509867028e-160,Cardiomyocyte,F1_Aged,Unknown
Atp5pb,2.94248897992256e-19,2.4744173738499297e-18,Cardiomyocyte,F1_Aged,3
Atp6v1g1,0.0554229162247988,0.261648489986331,Cardiomyocyte,F1_Aged,4
Atp8a1,4.6280447584147e-18,3.8278030951242604e-17,Cardiomyocyte,F1_Aged,5
Atrnl1,2.4197827875357697e-87,3.48256844355919e-86,Cardiomyocyte,F1_Aged,19
Atxn1,5.68765345148794e-60,6.64814448157821e-59,Cardiomyocyte,F1_Aged,13
Atxn2,1.05507680818533e-79,1.40119346843149e-78,Cardiomyocyte,F1_Aged,5
Atxn7l1,0.0365173371583149,0.180623982583217,Cardiomyocyte,F1_Aged,12
Auh,8.66963413432262e-28,7.92271180890406e-27,Cardiomyocyte,F1_Aged,13
Azin1,2.1054655500490497e-170,7.240585212642379e-169,Cardiomyocyte,F1_Aged,15
B230110C06Rik,0.0736629138701756,0.335176517568055,Cardiomyocyte,F1_Aged,14
B4galt1,3.3501987597651894e-161,9.86044986320079e-160,Cardiomyocyte,F1_Aged,4
BB218582,2.16820092188128e-27,1.97312323448082e-26,Cardiomyocyte,F1_Aged,2
BC005537,6.026821743326329e-60,7.03200951265969e-59,Cardiomyocyte,F1_Aged,13
Babam2,6.03683489572334e-123,1.19529330935322e-121,Cardiomyocyte,F1_Aged,5
Bach1,3.60802711623087e-37,3.5291690385408e-36,Cardiomyocyte,F1_Aged,16
Bag3,9.92119999736177e-137,2.19003786428249e-135,Cardiomyocyte,F1_Aged,7
Bank1,6.73832030633181e-6,4.48352188203381e-5,Cardiomyocyte,F1_Aged,3
Bcap29,0.0698820611153424,0.318861303999754,Cardiomyocyte,F1_Aged,12
Bcas3,3.0804208104537297e-174,1.12443964108965e-172,Cardiomyocyte,F1_Aged,11
Bckdhb,9.959285599609781e-67,1.21633592724954e-65,Cardiomyocyte,F1_Aged,9
Bcl2,0.0050094168806446,0.0278329335868468,Cardiomyocyte,F1_Aged,1
Bcl2l11,0.00641803281652025,0.0351807268650531,Cardiomyocyte,F1_Aged,2
Bcl2l13,3.48570313256415e-137,7.7467973701272692e-136,Cardiomyocyte,F1_Aged,6
Bdnf,0.00211571558622027,0.0121051538006684,Cardiomyocyte,F1_Aged,2
Bdp1,2.1097567471038397e-19,1.78102720743882e-18,Cardiomyocyte,F1_Aged,13
Best3,4.87129349758908e-8,3.46344197097357e-7,Cardiomyocyte,F1_Aged,10
Bicc1,0.0263715637227878,0.133368264214161,Cardiomyocyte,F1_Aged,10
Birc6,0.0990680723423798,0.426986005728964,Cardiomyocyte,F1_Aged,17
Blcap,1.5389962222886597e-153,4.15528980017938e-152,Cardiomyocyte,F1_Aged,2
Bmpr1a,5.395199469368749e-31,5.0577092299649094e-30,Cardiomyocyte,F1_Aged,14
Bnc2,2.71572805933817e-30,2.53132198854716e-29,Cardiomyocyte,F1_Aged,4
Bnip3,3.1229831993342693e-222,2.9150817463500195e-220,Cardiomyocyte,F1_Aged,7
Brd7,0.0575566131361741,0.270947341665534,Cardiomyocyte,F1_Aged,8
Bri3,0.0968550190533581,0.419625444471686,Cardiomyocyte,F1_Aged,5
Brwd1,1.3999236104375801e-111,2.4655258411318402e-110,Cardiomyocyte,F1_Aged,16
Bsdc1,5.30091452230079e-20,4.49820460892381e-19,Cardiomyocyte,F1_Aged,4
Btbd9,4.83623856635124e-48,5.17184661089018e-47,Cardiomyocyte,F1_Aged,17
Btg2,7.81184454366153e-191,3.69873856871626e-189,Cardiomyocyte,F1_Aged,1
C030013E06Rik,0.078196233594104,0.351640874262819,Cardiomyocyte,F1_Aged,11
Cab39,5.457455397275739e-132,1.16532724071241e-130,Cardiomyocyte,F1_Aged,1
Cab39l,4.75146915444358e-5,3.0497150741782e-4,Cardiomyocyte,F1_Aged,14
Cabin1,0.0812442553872231,0.362899493607017,Cardiomyocyte,F1_Aged,10
Cacna1c,4.97209359685969e-24,4.39616502867134e-23,Cardiomyocyte,F1_Aged,6
Cacna2d1,3.23575752576007e-13,2.54728188835136e-12,Cardiomyocyte,F1_Aged,5
Cacnb2,2.10530669649768e-101,3.3633432652606e-100,Cardiomyocyte,F1_Aged,2
Calm2,0.00649839760981424,0.0355913914354788,Cardiomyocyte,F1_Aged,17
Camk1d,1.7377239950775199e-22,1.51390514451153e-21,Cardiomyocyte,F1_Aged,2
Canx,0.00592052416763955,0.0326453206003011,Cardiomyocyte,F1_Aged,11
Cap2,1.7146138888578197e-117,3.1647703812985896e-116,Cardiomyocyte,F1_Aged,13
Casq2,1.1403551607110099e-201,7.096267257224519e-200,Cardiomyocyte,F1_Aged,3
Cav3,9.4659505912656e-23,8.27985557742027e-22,Cardiomyocyte,F1_Aged,6
Cbl,0.0940932569578805,0.40999969540037,Cardiomyocyte,F1_Aged,9
Cblb,7.51709823513738e-126,1.5253639710679399e-124,Cardiomyocyte,F1_Aged,16
Ccbe1,1.0851899855890498e-162,3.2675720579902398e-161,Cardiomyocyte,F1_Aged,18
Ccdc141,0.00438419621590605,0.0244422679818516,Cardiomyocyte,F1_Aged,2
Ccdc146,0.0589893919684357,0.276894171782873,Cardiomyocyte,F1_Aged,5
Ccdc152,0.0615093057361954,0.287072716914501,Cardiomyocyte,F1_Aged,15
Ccdc159,1.5600294986062301e-9,1.13510386903041e-8,Cardiomyocyte,F1_Aged,9
Ccdc171,8.6302263089782e-4,0.00509854418651569,Cardiomyocyte,F1_Aged,4
Ccdc50,2.7471434206157898e-18,2.27501078711072e-17,Cardiomyocyte,F1_Aged,16
Ccdc6,5.51323354359549e-7,3.80395649143114e-6,Cardiomyocyte,F1_Aged,10
Ccn1,7.730804265604268e-212,6.013461318030749e-210,Cardiomyocyte,F1_Aged,3
Ccn2,2.4115127564633702e-21,2.07326636193838e-20,Cardiomyocyte,F1_Aged,10
Ccnd3,5.27997733119174e-5,3.3789786368273e-4,Cardiomyocyte,F1_Aged,17
Ccng1,0.00508167331712861,0.0281864630340563,Cardiomyocyte,F1_Aged,11
Ccnl1,9.529295886162999e-142,2.2237292614353198e-140,Cardiomyocyte,F1_Aged,3
Ccnt2,3.97115018528419e-48,4.2536877558437504e-47,Cardiomyocyte,F1_Aged,1
Cd163,7.45874760907563e-8,5.28584130994579e-7,Cardiomyocyte,F1_Aged,6
Cd28,2.39179554675294e-31,2.2454011641499497e-30,Cardiomyocyte,F1_Aged,1
Cd47,0.0430583020819539,0.210586037278059,Cardiomyocyte,F1_Aged,16
Cd59a,2.75064250609785e-16,2.2298632921641903e-15,Cardiomyocyte,F1_Aged,2
Cdc14a,0.0925957029019756,0.404990822298013,Cardiomyocyte,F1_Aged,3
Cdc26,0.0855861210080098,0.378618628751751,Cardiomyocyte,F1_Aged,4
Cdc37l1,2.70709462702279e-122,5.280046654616989e-121,Cardiomyocyte,F1_Aged,19
Cdcp3,3.47598011662908e-55,3.9568038470478095e-54,Cardiomyocyte,F1_Aged,7
Cdh2,1.06299749465993e-82,1.46532186289198e-81,Cardiomyocyte,F1_Aged,18
Cdh4,1.8070319519829998e-169,6.054947063721479e-168,Cardiomyocyte,F1_Aged,2
Cdh8,0.00344728305731907,0.019400988369098,Cardiomyocyte,F1_Aged,8
Cdk12,1.83630271138033e-53,2.05804492558474e-52,Cardiomyocyte,F1_Aged,11
Cdk13,2.94983359254887e-6,1.98703223646539e-5,Cardiomyocyte,F1_Aged,13
Cdk19,5.1295512552502e-56,5.86978772360854e-55,Cardiomyocyte,F1_Aged,10
Cdkal1,1.39366647938055e-122,2.7264122084648197e-121,Cardiomyocyte,F1_Aged,13
Cebpb,0,0,Cardiomyocyte,F1_Aged,2
Cebpd,0.0709868647300836,0.323676325294045,Cardiomyocyte,F1_Aged,16
Celf2,1.42177666782959e-14,1.13291326190226e-13,Cardiomyocyte,F1_Aged,2
Cenpa,0.00115012068568909,0.0067157181057127,Cardiomyocyte,F1_Aged,5
Cenpp,9.0820742831148e-4,0.0053461507536822,Cardiomyocyte,F1_Aged,13
Cep120,2.7613487890914e-5,1.7952888545197e-4,Cardiomyocyte,F1_Aged,18
Cep162,0.0587790360522208,0.276105119744939,Cardiomyocyte,F1_Aged,9
Cep295,6.04088661690826e-5,3.8583727424123e-4,Cardiomyocyte,F1_Aged,9
Cep44,0.0253311192842001,0.12840460310548,Cardiomyocyte,F1_Aged,8
Ces1d,1.60518205565585e-293,6.16956444215019e-293,Cardiomyocyte,F1_Aged,8
Cfap58,8.1052141112392e-4,0.00479705335170626,Cardiomyocyte,F1_Aged,19
Cfap96,7.9412194646583e-11,5.99167759608283e-10,Cardiomyocyte,F1_Aged,Unknown
Chchd3,1.13712799801248e-26,1.03337890667782e-25,Cardiomyocyte,F1_Aged,6
Chd2,1.89503330295966e-186,8.36631594698541e-185,Cardiomyocyte,F1_Aged,7
Chd6,2.86012309608038e-196,1.53180691063846e-194,Cardiomyocyte,F1_Aged,2
Chd9,8.497367065700209e-152,2.2569835937920798e-150,Cardiomyocyte,F1_Aged,8
Chmp4c,0.0087624634434554,0.0472392212372422,Cardiomyocyte,F1_Aged,3
Chordc1,0.00656738949610157,0.035939131463591,Cardiomyocyte,F1_Aged,9
Chpt1,1.1443516832338299e-60,1.35456411200179e-59,Cardiomyocyte,F1_Aged,10
Chrm2,3.70065870415545e-12,2.8514273553009096e-11,Cardiomyocyte,F1_Aged,6
Ciapin1,6.7269323226135e-4,0.00402507104358579,Cardiomyocyte,F1_Aged,8
Cidea,1.35396605616624e-6,9.1962725685969e-6,Cardiomyocyte,F1_Aged,18
Cilk1,0.0675006339416912,0.31059798744719,Cardiomyocyte,F1_Aged,9
Cisd2,3.52242795118274e-26,3.1877485087296395e-25,Cardiomyocyte,F1_Aged,3
Ckmt2,1.9565496134221298e-30,1.82629931058575e-29,Cardiomyocyte,F1_Aged,13
Clasp2,1.1547659798875597e-100,1.8358250395584798e-99,Cardiomyocyte,F1_Aged,9
Cldnd1,0.0778248087986235,0.350466851256891,Cardiomyocyte,F1_Aged,16
Clic4,1.60507781029598e-46,1.68882100039838e-45,Cardiomyocyte,F1_Aged,4
Clic5,7.917029616035589e-246,1.32640696182504e-243,Cardiomyocyte,F1_Aged,17
Clip1,5.51902909090168e-17,4.52463438895252e-16,Cardiomyocyte,F1_Aged,5
Clk4,2.2138354159008097e-45,2.32186205577783e-44,Cardiomyocyte,F1_Aged,11
Clock,0.0787995973159748,0.353624017075947,Cardiomyocyte,F1_Aged,5
Clpx,8.75500959178986e-31,8.19559207346059e-30,Cardiomyocyte,F1_Aged,9
Clu,4.10562919172851e-10,3.0449694822649403e-9,Cardiomyocyte,F1_Aged,14
Clvs1,5.95424570639171e-10,4.39604988085463e-9,Cardiomyocyte,F1_Aged,4
Cmss1,2.1457066195957997e-235,3.0478363157475997e-233,Cardiomyocyte,F1_Aged,16
Cmtm8,0.0848323590229671,0.376047919848078,Cardiomyocyte,F1_Aged,9
Cmya5,2.97032084858871e-38,2.92731167793041e-37,Cardiomyocyte,F1_Aged,13
Cnot10,0.0228286480060585,0.116533114118427,Cardiomyocyte,F1_Aged,9
Cntn5,8.92290888295345e-16,7.197813165582451e-15,Cardiomyocyte,F1_Aged,9
Cntnap5b,3.43850737370511e-5,2.2244759583949e-4,Cardiomyocyte,F1_Aged,1
Cntrob,9.62487248862104e-15,7.67874442498778e-14,Cardiomyocyte,F1_Aged,11
Coa7,0.0438341423133149,0.213992222202749,Cardiomyocyte,F1_Aged,4
Cobll1,6.25424145172524e-79,8.28908998895999e-78,Cardiomyocyte,F1_Aged,2
Cog5,3.13491996821671e-40,3.14165139146135e-39,Cardiomyocyte,F1_Aged,12
Col4a1,4.79205312870876e-26,4.3307434499285e-25,Cardiomyocyte,F1_Aged,8
Col4a2,5.375529755293001e-60,6.29457193926245e-59,Cardiomyocyte,F1_Aged,8
Col5a1,8.921386202727421e-10,6.527697362667521e-9,Cardiomyocyte,F1_Aged,2
Colec12,3.77788211585006e-10,2.80507747101867e-9,Cardiomyocyte,F1_Aged,18
Commd10,0.0696797018763008,0.318160148189902,Cardiomyocyte,F1_Aged,18
Coq10b,0,0,Cardiomyocyte,F1_Aged,1
Coq5,0.017663067925589,0.0920338802438585,Cardiomyocyte,F1_Aged,5
Corin,2.4991101880759203e-47,2.65084187806625e-46,Cardiomyocyte,F1_Aged,5
Coro6,9.348082329430829e-281,3.05401849702505e-278,Cardiomyocyte,F1_Aged,11
Cox10,2.2876442051228297e-117,4.2105541510627e-116,Cardiomyocyte,F1_Aged,11
Cox16,0.066319780214982,0.306676181121509,Cardiomyocyte,F1_Aged,12
Cox6b1,0.0959796968615179,0.416975624530025,Cardiomyocyte,F1_Aged,7
Cp,1.5820252660226397e-170,5.49837930222976e-169,Cardiomyocyte,F1_Aged,3
Cped1,1.19646878915676e-38,1.18450410126519e-37,Cardiomyocyte,F1_Aged,6
